Departamento,Año,Compraventa,Hipotecas,Cancelaciones de Hipotecas,Vivienda de InterÃ©s Social,Vivienda de InterÃ©s Prioritario,Vivienda de InterÃ©s Prioritario para Ahorradores,Sucesiones,Permutas,Otras  - Bien Inmueble,Contratos por Arrendamientos,Fiducia Mercantil,Leasing,ConstituciÃ³n de Sociedades,LiquidaciÃ³n de Sociedades,Reforma de Sociedad Comercial,Matrimonios Civiles,Matrimonios Civiles entre Personas del Mismo Sexo,Divorcios,Disoluciones de Uniones Maritales de Hecho,Disoluciones y/o Liquidaciones de sociedades conyugales,Correcciones del Registro Civil,Cambios de Nombre,LegitimaciÃ³n de Hijos,Capitulaciones Matrimoniales,Uniones entre Personas del Mismo Sexo,Actas de Comparecencia,Autenticaciones,Declaraciones Extra Juicio,Declaraciones de Supervivencia,Conciliaciones,Remates de Inmuebles,Copias del Registro Civil,Registros Civiles de Nacimiento,Registros Civiles de Matrimonio,Registros Civiles de DefunciÃ³n,CorrecciÃ³n del componente Sexo de Masculino a Femenino,Procedimientos Sobre Insolvencia EconÃ³mica
Valle Del Cauca,2021,55726.0,5209.0,12817.0,18639.0,1075.0,553.0,7025.0,160.0,22243.0,5.0,985.0,515.0,56.0,192.0,453.0,8025.0,121.0,4187.0,289.0,2028.0,5535.0,1358.0,192.0,317.0,24.0,3382.0,2813473.0,127834.0,203.0,31.0,9.0,349533.0,45460.0,14044.0,38907.0,56.0,2.0
Valle Del Cauca,2022,56179.0,5692.0,14514.0,17990.0,1242.0,2482.0,7413.0,68.0,29005.0,175.0,907.0,544.0,66.0,169.0,513.0,8805.0,156.0,4809.0,191.0,1948.0,7368.0,1380.0,169.0,370.0,30.0,3971.0,2715629.0,129517.0,100.0,102.0,9.0,363955.0,45235.0,16742.0,31118.0,79.0,0.0
Valle Del Cauca,2023,47669.0,5901.0,10667.0,15269.0,2726.0,1018.0,6479.0,141.0,26966.0,70.0,568.0,387.0,66.0,205.0,384.0,8061.0,149.0,4099.0,226.0,1827.0,6945.0,1206.0,205.0,342.0,20.0,5826.0,2390749.0,126139.0,204.0,131.0,5.0,327030.0,35203.0,14550.0,26824.0,62.0,63.0
Valle Del Cauca,2024,48223.0,5565.0,10636.0,11454.0,4006.0,1657.0,6312.0,117.0,27255.0,41.0,476.0,328.0,46.0,126.0,392.0,7942.0,115.0,4082.0,282.0,1783.0,6928.0,1326.0,126.0,406.0,25.0,2664.0,2974979.0,131357.0,159.0,70.0,14.0,321335.0,30626.0,12778.0,28805.0,54.0,7.0
Valle Del Cauca,2025,54043.0,5130.0,10902.0,14157.0,2565.0,409.0,6388.0,116.0,29664.0,103.0,524.0,313.0,71.0,299.0,480.0,7860.0,130.0,3785.0,315.0,1855.0,6331.0,1282.0,299.0,356.0,17.0,3588.0,3275879.0,135828.0,161.0,141.0,9.0,327445.0,27870.0,12283.0,28025.0,61.0,0.0
Valle Del Cauca,2026,11483.0,1886.0,2786.0,1602.0,121.0,3.0,1024.0,11.0,6419.0,21.0,50.0,143.0,10.0,33.0,92.0,1992.0,42.0,935.0,68.0,398.0,1715.0,358.0,33.0,89.0,1.0,410.0,851017.0,40101.0,48.0,34.0,3.0,109414.0,9502.0,4183.0,9508.0,12.0,1.0
Vaupés,2021,25.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2753.0,262.0,0.0,0.0,0.0,201.0,108.0,16.0,2.0,0.0,0.0
Vaupés,2022,12.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,2.0,0.0,11.0,0.0,1.0,0.0,1.0,3.0,2.0,2.0,0.0,0.0,0.0,2229.0,215.0,0.0,0.0,0.0,207.0,53.0,13.0,0.0,0.0,0.0
Vaupés,2023,21.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,5.0,0.0,14.0,0.0,4.0,9.0,2.0,0.0,5.0,5.0,0.0,0.0,0.0,230.0,398.0,0.0,0.0,0.0,222.0,47.0,22.0,3.0,0.0,0.0
Vaupés,2024,18.0,0.0,6.0,0.0,0.0,0.0,2.0,0.0,15.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,0.0,0.0,0.0,0.0,6.0,6.0,1.0,0.0,0.0,0.0,1487.0,260.0,0.0,0.0,0.0,403.0,30.0,17.0,3.0,0.0,0.0
Vaupés,2025,15.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,7.0,0.0,0.0,0.0,0.0,3244.0,378.0,0.0,0.0,0.0,540.0,37.0,13.0,1.0,0.0,0.0
Vaupés,2026,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,502.0,64.0,0.0,0.0,0.0,87.0,2.0,5.0,0.0,0.0,0.0
Vichada,2021,306.0,22.0,38.0,0.0,0.0,0.0,6.0,1.0,188.0,0.0,1.0,0.0,0.0,0.0,0.0,63.0,0.0,2.0,2.0,7.0,18.0,13.0,0.0,2.0,0.0,0.0,7273.0,1428.0,0.0,0.0,0.0,146.0,72.0,66.0,104.0,0.0,0.0
Vichada,2022,403.0,22.0,40.0,2.0,1.0,0.0,12.0,2.0,140.0,0.0,0.0,0.0,0.0,6.0,0.0,61.0,0.0,10.0,3.0,12.0,14.0,11.0,6.0,3.0,0.0,0.0,8976.0,2020.0,0.0,0.0,0.0,163.0,61.0,36.0,56.0,0.0,0.0
Vichada,2023,560.0,11.0,39.0,28.0,203.0,0.0,16.0,0.0,129.0,0.0,0.0,0.0,0.0,0.0,1.0,31.0,2.0,6.0,1.0,9.0,10.0,22.0,0.0,1.0,0.0,0.0,7950.0,1454.0,0.0,0.0,0.0,73.0,27.0,27.0,57.0,0.0,0.0
Vichada,2024,286.0,15.0,41.0,0.0,1.0,0.0,16.0,0.0,99.0,0.0,0.0,2.0,0.0,1.0,0.0,30.0,0.0,6.0,3.0,12.0,11.0,8.0,1.0,0.0,0.0,0.0,7663.0,1279.0,0.0,0.0,0.0,42.0,26.0,23.0,48.0,0.0,0.0
Vichada,2025,373.0,14.0,27.0,0.0,0.0,0.0,19.0,0.0,119.0,0.0,1.0,0.0,0.0,0.0,0.0,33.0,0.0,11.0,1.0,19.0,11.0,14.0,0.0,1.0,0.0,0.0,10114.0,1213.0,0.0,0.0,0.0,23.0,13.0,27.0,44.0,0.0,0.0
Vichada,2026,64.0,5.0,3.0,0.0,0.0,0.0,4.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,3065.0,390.0,0.0,0.0,0.0,14.0,12.0,5.0,18.0,0.0,0.0
